x-axis,1,2,3
second,Volt,Volt,Volt
+126.4000E-03,+3.5000000E+00,+2.1125000E+00,+2.3312502E+00
+126.5000E-03,+3.4062500E+00,+2.4250000E+00,+2.8312502E+00
+126.6000E-03,+3.0625000E+00,+2.8312500E+00,+3.1437502E+00
+126.7000E-03,+2.5937500E+00,+3.1125000E+00,+3.3625002E+00
+126.8000E-03,+2.0937500E+00,+3.3000000E+00,+3.3000002E+00
+126.9000E-03,+1.7812500E+00,+3.2062500E+00,+3.0500002E+00
+127.0000E-03,+1.7812500E+00,+2.9250000E+00,+2.5812502E+00
+127.1000E-03,+2.0937500E+00,+2.5187500E+00,+2.1750002E+00
+127.2000E-03,+2.5312500E+00,+2.1437500E+00,+1.9875002E+00
+127.3000E-03,+3.0937500E+00,+2.0187500E+00,+1.9250002E+00
+127.4000E-03,+3.3750000E+00,+2.0500000E+00,+2.1750002E+00
+127.5000E-03,+3.5000000E+00,+2.2687500E+00,+2.5500002E+00
+127.6000E-03,+3.2812500E+00,+2.6437500E+00,+2.9875002E+00
+127.7000E-03,+2.8750000E+00,+2.9875000E+00,+3.3000002E+00
+127.8000E-03,+2.2500000E+00,+3.2062500E+00,+3.3625002E+00
+127.9000E-03,+1.9062500E+00,+3.3000000E+00,+3.1750002E+00
+128.0000E-03,+1.7812500E+00,+3.0812500E+00,+2.8000002E+00
+128.1000E-03,+1.9062500E+00,+2.7375000E+00,+2.3625002E+00
+128.2000E-03,+2.3125000E+00,+2.3312500E+00,+2.0500002E+00
+128.3000E-03,+2.8437500E+00,+2.0812500E+00,+1.9250002E+00
+128.4000E-03,+3.3437500E+00,+1.9875000E+00,+2.0500002E+00
+128.5000E-03,+3.5312500E+00,+2.1750000E+00,+2.4250002E+00
+128.6000E-03,+3.3750000E+00,+2.4875000E+00,+2.8312502E+00
+128.7000E-03,+2.9687500E+00,+2.8625000E+00,+3.2062502E+00
+128.8000E-03,+2.4375000E+00,+3.1437500E+00,+3.3312502E+00
+128.9000E-03,+2.0000000E+00,+3.2687500E+00,+3.2375002E+00
+129.0000E-03,+1.7500000E+00,+3.1125000E+00,+2.9250002E+00
+129.1000E-03,+1.7812500E+00,+2.8000000E+00,+2.4562502E+00
+129.2000E-03,+2.2187500E+00,+2.4562500E+00,+2.1125002E+00
+129.3000E-03,+2.6875000E+00,+2.1125000E+00,+1.9250002E+00
+129.4000E-03,+3.2187500E+00,+2.0187500E+00,+1.9875002E+00
+129.5000E-03,+3.5000000E+00,+2.1437500E+00,+2.3625002E+00
+129.6000E-03,+3.4375000E+00,+2.3937500E+00,+2.7375002E+00
+129.7000E-03,+3.1250000E+00,+2.8000000E+00,+3.1125002E+00
+129.8000E-03,+2.5937500E+00,+3.1125000E+00,+3.3000002E+00
+129.9000E-03,+2.0312500E+00,+3.2687500E+00,+3.2687502E+00
+130.0000E-03,+1.7500000E+00,+3.1437500E+00,+2.9562502E+00
+130.1000E-03,+1.8125000E+00,+2.8937500E+00,+2.5812502E+00
+130.2000E-03,+2.1250000E+00,+2.4875000E+00,+2.1750002E+00
+130.3000E-03,+2.6250000E+00,+2.1750000E+00,+1.9562502E+00
+130.4000E-03,+3.1875000E+00,+2.0500000E+00,+1.9875002E+00
+130.5000E-03,+3.5000000E+00,+2.1437500E+00,+2.3312502E+00
+130.6000E-03,+3.4375000E+00,+2.4250000E+00,+2.7062502E+00
+130.7000E-03,+3.1250000E+00,+2.7375000E+00,+3.0812502E+00
+130.8000E-03,+2.5937500E+00,+3.0812500E+00,+3.3000002E+00
+130.9000E-03,+2.0937500E+00,+3.2375000E+00,+3.2375002E+00
+131.0000E-03,+1.7500000E+00,+3.1437500E+00,+2.9875002E+00
+131.1000E-03,+1.7500000E+00,+2.8625000E+00,+2.5812502E+00
+131.2000E-03,+2.1250000E+00,+2.5500000E+00,+2.2062502E+00
+131.3000E-03,+2.7187500E+00,+2.2062500E+00,+1.9875002E+00
+131.4000E-03,+3.2500000E+00,+2.0500000E+00,+2.0500002E+00
+131.5000E-03,+3.4687500E+00,+2.1437500E+00,+2.2687502E+00
+131.6000E-03,+3.4375000E+00,+2.4250000E+00,+2.7062502E+00
+131.7000E-03,+3.0625000E+00,+2.7687500E+00,+3.0812502E+00
+131.8000E-03,+2.5000000E+00,+3.0500000E+00,+3.2687502E+00
+131.9000E-03,+2.0000000E+00,+3.2375000E+00,+3.2375002E+00
+132.0000E-03,+1.7500000E+00,+3.0812500E+00,+2.9875002E+00
+132.1000E-03,+1.8125000E+00,+2.8312500E+00,+2.5500002E+00
+132.2000E-03,+2.1875000E+00,+2.4875000E+00,+2.1750002E+00
+132.3000E-03,+2.7500000E+00,+2.2062500E+00,+2.0187502E+00
+132.4000E-03,+3.2187500E+00,+2.0812500E+00,+2.0812502E+00
+132.5000E-03,+3.5000000E+00,+2.2062500E+00,+2.3312502E+00
+132.6000E-03,+3.3750000E+00,+2.4562500E+00,+2.8000002E+00
+132.7000E-03,+2.9687500E+00,+2.7687500E+00,+3.1125002E+00
+132.8000E-03,+2.4062500E+00,+3.1125000E+00,+3.2687502E+00
+132.9000E-03,+1.9062500E+00,+3.1750000E+00,+3.1437502E+00
+133.0000E-03,+1.7187500E+00,+3.0187500E+00,+2.8625002E+00
+133.1000E-03,+1.8437500E+00,+2.7375000E+00,+2.4250002E+00
+133.2000E-03,+2.3750000E+00,+2.3937500E+00,+2.1437502E+00
+133.3000E-03,+2.9375000E+00,+2.1437500E+00,+2.0187502E+00
+133.4000E-03,+3.3437500E+00,+2.1125000E+00,+2.1750002E+00
+133.5000E-03,+3.5000000E+00,+2.2687500E+00,+2.4562502E+00
+133.6000E-03,+3.3125000E+00,+2.5812500E+00,+2.8937502E+00
+133.7000E-03,+2.8125000E+00,+2.9250000E+00,+3.1437502E+00
+133.8000E-03,+2.2187500E+00,+3.1125000E+00,+3.2375002E+00
+133.9000E-03,+1.8125000E+00,+3.1750000E+00,+3.0812502E+00
+134.0000E-03,+1.6875000E+00,+2.9250000E+00,+2.7375002E+00
+134.1000E-03,+2.0000000E+00,+2.6125000E+00,+2.3312502E+00
+134.2000E-03,+2.5937500E+00,+2.3312500E+00,+2.0812502E+00
+134.3000E-03,+3.0937500E+00,+2.1437500E+00,+2.0500002E+00
+134.4000E-03,+3.4687500E+00,+2.1437500E+00,+2.3000002E+00
+134.5000E-03,+3.4687500E+00,+2.3625000E+00,+2.6125002E+00
+134.6000E-03,+3.1250000E+00,+2.7062500E+00,+3.0500002E+00
+134.7000E-03,+2.5625000E+00,+3.0187500E+00,+3.2375002E+00
+134.8000E-03,+2.0312500E+00,+3.1750000E+00,+3.1750002E+00
+134.9000E-03,+1.7187500E+00,+3.0812500E+00,+2.8937502E+00
+135.0000E-03,+1.8125000E+00,+2.8312500E+00,+2.5500002E+00
+135.1000E-03,+2.1875000E+00,+2.4875000E+00,+2.1750002E+00
+135.2000E-03,+2.8125000E+00,+2.2375000E+00,+2.0187502E+00
+135.3000E-03,+3.3125000E+00,+2.1125000E+00,+2.1437502E+00
+135.4000E-03,+3.4687500E+00,+2.2375000E+00,+2.4562502E+00
+135.5000E-03,+3.3125000E+00,+2.5187500E+00,+2.8312502E+00
+135.6000E-03,+2.8750000E+00,+2.8312500E+00,+3.1750002E+00
+135.7000E-03,+2.2500000E+00,+3.0812500E+00,+3.2062502E+00
+135.8000E-03,+1.8125000E+00,+3.1437500E+00,+3.0812502E+00
+135.9000E-03,+1.7500000E+00,+2.9875000E+00,+2.7062502E+00
+136.0000E-03,+2.0312500E+00,+2.6437500E+00,+2.3625002E+00
+136.1000E-03,+2.5312500E+00,+2.3000000E+00,+2.0812502E+00
+136.2000E-03,+3.1250000E+00,+2.1125000E+00,+2.0812502E+00
+136.3000E-03,+3.4687500E+00,+2.1437500E+00,+2.2687502E+00
+136.4000E-03,+3.4375000E+00,+2.3937500E+00,+2.6437502E+00
+136.5000E-03,+3.0625000E+00,+2.7062500E+00,+3.0187502E+00
+136.6000E-03,+2.4687500E+00,+2.9875000E+00,+3.2375002E+00
+136.7000E-03,+1.9375000E+00,+3.1437500E+00,+3.1437502E+00
+136.8000E-03,+1.7500000E+00,+3.0812500E+00,+2.8312502E+00
+136.9000E-03,+1.8437500E+00,+2.7375000E+00,+2.4875002E+00
+137.0000E-03,+2.3750000E+00,+2.4562500E+00,+2.2062502E+00
+137.1000E-03,+2.9687500E+00,+2.2062500E+00,+2.0500002E+00
+137.2000E-03,+3.4062500E+00,+2.1125000E+00,+2.2062502E+00
+137.3000E-03,+3.4687500E+00,+2.3312500E+00,+2.5500002E+00
+137.4000E-03,+3.2187500E+00,+2.6125000E+00,+2.8937502E+00
+137.5000E-03,+2.6562500E+00,+2.9562500E+00,+3.1750002E+00
+137.6000E-03,+2.1250000E+00,+3.1125000E+00,+3.1750002E+00
+137.7000E-03,+1.7187500E+00,+3.0500000E+00,+2.9562502E+00
+137.8000E-03,+1.8125000E+00,+2.8625000E+00,+2.5812502E+00
+137.9000E-03,+2.2187500E+00,+2.5187500E+00,+2.2375002E+00
+138.0000E-03,+2.8125000E+00,+2.2375000E+00,+2.1125002E+00
+138.1000E-03,+3.3125000E+00,+2.1750000E+00,+2.1437502E+00
+138.2000E-03,+3.5000000E+00,+2.2687500E+00,+2.4562502E+00
+138.3000E-03,+3.2812500E+00,+2.5500000E+00,+2.8312502E+00
+138.4000E-03,+2.7812500E+00,+2.8625000E+00,+3.1125002E+00
+138.5000E-03,+2.1875000E+00,+3.1125000E+00,+3.1750002E+00
+138.6000E-03,+1.8125000E+00,+3.0812500E+00,+2.9875002E+00
+138.7000E-03,+1.7500000E+00,+2.8937500E+00,+2.6437502E+00
+138.8000E-03,+2.1250000E+00,+2.6125000E+00,+2.3312502E+00
+138.9000E-03,+2.6562500E+00,+2.3000000E+00,+2.0812502E+00
+139.0000E-03,+3.2187500E+00,+2.1750000E+00,+2.1437502E+00
+139.1000E-03,+3.5000000E+00,+2.2062500E+00,+2.3937502E+00
+139.2000E-03,+3.3437500E+00,+2.5500000E+00,+2.7687502E+00
+139.3000E-03,+2.8750000E+00,+2.8000000E+00,+3.0500002E+00
+139.4000E-03,+2.2500000E+00,+3.0500000E+00,+3.2062502E+00
+139.5000E-03,+1.8125000E+00,+3.1125000E+00,+3.0812502E+00
+139.6000E-03,+1.7500000E+00,+2.9250000E+00,+2.7062502E+00
+139.7000E-03,+2.0625000E+00,+2.6437500E+00,+2.3625002E+00
+139.8000E-03,+2.7187500E+00,+2.3000000E+00,+2.1437502E+00
+139.9000E-03,+3.2187500E+00,+2.2062500E+00,+2.1437502E+00
+140.0000E-03,+3.5312500E+00,+2.2375000E+00,+2.3625002E+00
+140.1000E-03,+3.3750000E+00,+2.4875000E+00,+2.7687502E+00
+140.2000E-03,+2.8750000E+00,+2.8000000E+00,+3.0500002E+00
+140.3000E-03,+2.2500000E+00,+3.0187500E+00,+3.1750002E+00
+140.4000E-03,+1.8437500E+00,+3.0812500E+00,+3.0500002E+00
+140.5000E-03,+1.7500000E+00,+2.9250000E+00,+2.7062502E+00
+140.6000E-03,+2.0625000E+00,+2.6125000E+00,+2.3625002E+00
+140.7000E-03,+2.6875000E+00,+2.3312500E+00,+2.1437502E+00
+140.8000E-03,+3.1875000E+00,+2.1750000E+00,+2.1750002E+00
+140.9000E-03,+3.4687500E+00,+2.2687500E+00,+2.3937502E+00
+141.0000E-03,+3.3437500E+00,+2.4875000E+00,+2.7687502E+00
+141.1000E-03,+2.8437500E+00,+2.7687500E+00,+3.0812502E+00
+141.2000E-03,+2.2500000E+00,+3.0187500E+00,+3.1437502E+00
+141.3000E-03,+1.8125000E+00,+3.0500000E+00,+3.0187502E+00
+141.4000E-03,+1.7187500E+00,+2.8937500E+00,+2.6437502E+00
+141.5000E-03,+2.1250000E+00,+2.6125000E+00,+2.3312502E+00
+141.6000E-03,+2.7187500E+00,+2.3312500E+00,+2.0812502E+00
+141.7000E-03,+3.2812500E+00,+2.2062500E+00,+2.2062502E+00
+141.8000E-03,+3.5000000E+00,+2.2687500E+00,+2.4250002E+00
+141.9000E-03,+3.2812500E+00,+2.4875000E+00,+2.8000002E+00
+142.0000E-03,+2.7812500E+00,+2.8312500E+00,+3.0812502E+00
+142.1000E-03,+2.2187500E+00,+3.0187500E+00,+3.1437502E+00
+142.2000E-03,+1.7812500E+00,+3.0500000E+00,+2.9875002E+00
+142.3000E-03,+1.7812500E+00,+2.8312500E+00,+2.6125002E+00
+142.4000E-03,+2.2187500E+00,+2.5812500E+00,+2.3312502E+00
+142.5000E-03,+2.8125000E+00,+2.3312500E+00,+2.1437502E+00
+142.6000E-03,+3.3750000E+00,+2.2375000E+00,+2.2062502E+00
+142.7000E-03,+3.5312500E+00,+2.3000000E+00,+2.4875002E+00
+142.8000E-03,+3.2187500E+00,+2.5812500E+00,+2.8000002E+00
+142.9000E-03,+2.6562500E+00,+2.8937500E+00,+3.1125002E+00
+143.0000E-03,+2.0937500E+00,+3.0500000E+00,+3.1437502E+00
+143.1000E-03,+1.7500000E+00,+3.0500000E+00,+2.9250002E+00
+143.2000E-03,+1.8437500E+00,+2.8312500E+00,+2.5812502E+00
+143.3000E-03,+2.3437500E+00,+2.5187500E+00,+2.3000002E+00
+143.4000E-03,+2.9687500E+00,+2.3312500E+00,+2.1437502E+00
+143.5000E-03,+3.4062500E+00,+2.2062500E+00,+2.2687502E+00
+143.6000E-03,+3.4687500E+00,+2.3625000E+00,+2.5500002E+00
+143.7000E-03,+3.1562500E+00,+2.6125000E+00,+2.8937502E+00
+143.8000E-03,+2.4687500E+00,+2.9250000E+00,+3.1125002E+00
+143.9000E-03,+1.9375000E+00,+3.0812500E+00,+3.1125002E+00
+144.0000E-03,+1.7187500E+00,+3.0187500E+00,+2.8000002E+00
+144.1000E-03,+1.9375000E+00,+2.7375000E+00,+2.4250002E+00
+144.2000E-03,+2.4687500E+00,+2.4562500E+00,+2.2062502E+00
+144.3000E-03,+3.1250000E+00,+2.2687500E+00,+2.1750002E+00
+144.4000E-03,+3.4375000E+00,+2.2687500E+00,+2.3625002E+00
+144.5000E-03,+3.4062500E+00,+2.4250000E+00,+2.6750002E+00
+144.6000E-03,+2.9687500E+00,+2.7375000E+00,+2.9875002E+00
+144.7000E-03,+2.3125000E+00,+2.9562500E+00,+3.1125002E+00
+144.8000E-03,+1.8125000E+00,+3.0187500E+00,+3.0187502E+00
+144.9000E-03,+1.7500000E+00,+2.9250000E+00,+2.7375002E+00
+145.0000E-03,+2.0625000E+00,+2.6437500E+00,+2.3937502E+00
+145.1000E-03,+2.7187500E+00,+2.3937500E+00,+2.1750002E+00
+145.2000E-03,+3.2500000E+00,+2.2062500E+00,+2.2375002E+00
+145.3000E-03,+3.5312500E+00,+2.3000000E+00,+2.3937502E+00
+145.4000E-03,+3.3125000E+00,+2.4875000E+00,+2.8000002E+00
+145.5000E-03,+2.7187500E+00,+2.8312500E+00,+3.0500002E+00
+145.6000E-03,+2.1250000E+00,+2.9875000E+00,+3.0812502E+00
+145.7000E-03,+1.7500000E+00,+2.9875000E+00,+2.8937502E+00
+145.8000E-03,+1.8125000E+00,+2.8312500E+00,+2.5500002E+00
+145.9000E-03,+2.3437500E+00,+2.5187500E+00,+2.2687502E+00
+146.0000E-03,+2.9687500E+00,+2.3000000E+00,+2.1437502E+00
+146.1000E-03,+3.4062500E+00,+2.2375000E+00,+2.3000002E+00
+146.2000E-03,+3.4687500E+00,+2.3937500E+00,+2.5812502E+00
+146.3000E-03,+3.0625000E+00,+2.6125000E+00,+2.9250002E+00
+146.4000E-03,+2.4375000E+00,+2.8937500E+00,+3.1437502E+00
+146.5000E-03,+1.9062500E+00,+3.0500000E+00,+3.0187502E+00
+146.6000E-03,+1.7187500E+00,+2.9250000E+00,+2.8000002E+00
+146.7000E-03,+2.0312500E+00,+2.6750000E+00,+2.3937502E+00
+146.8000E-03,+2.6562500E+00,+2.4250000E+00,+2.2062502E+00
+146.9000E-03,+3.2187500E+00,+2.2687500E+00,+2.2375002E+00
+147.0000E-03,+3.4687500E+00,+2.3000000E+00,+2.4250002E+00
+147.1000E-03,+3.3125000E+00,+2.4875000E+00,+2.7687502E+00
+147.2000E-03,+2.7812500E+00,+2.8000000E+00,+3.0500002E+00
+147.3000E-03,+2.1250000E+00,+2.9875000E+00,+3.1125002E+00
+147.4000E-03,+1.7187500E+00,+2.9562500E+00,+2.8937502E+00
+147.5000E-03,+1.8125000E+00,+2.8312500E+00,+2.6125002E+00
+147.6000E-03,+2.3125000E+00,+2.5187500E+00,+2.3000002E+00
+147.7000E-03,+2.9687500E+00,+2.3312500E+00,+2.1750002E+00
+147.8000E-03,+3.4375000E+00,+2.2375000E+00,+2.3000002E+00
+147.9000E-03,+3.4375000E+00,+2.3937500E+00,+2.6125002E+00
+148.0000E-03,+3.0312500E+00,+2.6750000E+00,+2.9250002E+00
+148.1000E-03,+2.3750000E+00,+2.8937500E+00,+3.1437502E+00
+148.2000E-03,+1.8750000E+00,+2.9875000E+00,+3.0187502E+00
+148.3000E-03,+1.7500000E+00,+2.8937500E+00,+2.7375002E+00
+148.4000E-03,+2.0625000E+00,+2.6125000E+00,+2.3937502E+00
+148.5000E-03,+2.7187500E+00,+2.3937500E+00,+2.2062502E+00
+148.6000E-03,+3.2812500E+00,+2.3000000E+00,+2.2375002E+00
+148.7000E-03,+3.5000000E+00,+2.3625000E+00,+2.4562502E+00
+148.8000E-03,+3.2500000E+00,+2.5812500E+00,+2.8312502E+00
+148.9000E-03,+2.6562500E+00,+2.8000000E+00,+3.0500002E+00
+149.0000E-03,+2.0312500E+00,+2.9875000E+00,+3.0812502E+00
+149.1000E-03,+1.7187500E+00,+2.9562500E+00,+2.8625002E+00
+149.2000E-03,+1.9062500E+00,+2.7687500E+00,+2.5187502E+00
+149.3000E-03,+2.5000000E+00,+2.4562500E+00,+2.2687502E+00
+149.4000E-03,+3.1250000E+00,+2.3000000E+00,+2.1750002E+00
+149.5000E-03,+3.5000000E+00,+2.2375000E+00,+2.3937502E+00
+149.6000E-03,+3.3750000E+00,+2.4875000E+00,+2.7062502E+00
+149.7000E-03,+2.8750000E+00,+2.7062500E+00,+3.0187502E+00
+149.8000E-03,+2.1875000E+00,+2.9875000E+00,+3.0812502E+00
+149.9000E-03,+1.7812500E+00,+3.0187500E+00,+2.9250002E+00
+150.0000E-03,+1.8125000E+00,+2.8312500E+00,+2.6437502E+00
+150.1000E-03,+2.2812500E+00,+2.5812500E+00,+2.3000002E+00
+150.2000E-03,+2.9687500E+00,+2.3312500E+00,+2.2062502E+00
+150.3000E-03,+3.3750000E+00,+2.3000000E+00,+2.3312502E+00
+150.4000E-03,+3.4687500E+00,+2.4250000E+00,+2.6125002E+00
+150.5000E-03,+3.0312500E+00,+2.6437500E+00,+2.9250002E+00
+150.6000E-03,+2.3750000E+00,+2.9250000E+00,+3.0812502E+00
+150.7000E-03,+1.8125000E+00,+3.0187500E+00,+2.9875002E+00
+150.8000E-03,+1.7500000E+00,+2.8625000E+00,+2.6750002E+00
+150.9000E-03,+2.1562500E+00,+2.6125000E+00,+2.3937502E+00
+151.0000E-03,+2.7812500E+00,+2.3625000E+00,+2.2062502E+00
+151.1000E-03,+3.3125000E+00,+2.2687500E+00,+2.2375002E+00
+151.2000E-03,+3.5000000E+00,+2.3625000E+00,+2.4875002E+00
+151.3000E-03,+3.1562500E+00,+2.5812500E+00,+2.8625002E+00
+151.4000E-03,+2.5000000E+00,+2.8625000E+00,+3.0812502E+00
+151.5000E-03,+1.9375000E+00,+2.9875000E+00,+3.0187502E+00
+151.6000E-03,+1.6875000E+00,+2.8937500E+00,+2.8000002E+00
+151.7000E-03,+2.0312500E+00,+2.7062500E+00,+2.5187502E+00
+151.8000E-03,+2.6562500E+00,+2.4250000E+00,+2.2375002E+00
+151.9000E-03,+3.2500000E+00,+2.2687500E+00,+2.2687502E+00
+152.0000E-03,+3.5000000E+00,+2.3000000E+00,+2.4562502E+00
+152.1000E-03,+3.2500000E+00,+2.5500000E+00,+2.8312502E+00
+152.2000E-03,+2.6562500E+00,+2.8312500E+00,+3.0187502E+00
+152.3000E-03,+2.0312500E+00,+2.9875000E+00,+3.0500002E+00
+152.4000E-03,+1.7187500E+00,+2.9250000E+00,+2.8625002E+00
+152.5000E-03,+1.9062500E+00,+2.7375000E+00,+2.5187502E+00
+152.6000E-03,+2.5625000E+00,+2.4562500E+00,+2.3000002E+00
+152.7000E-03,+3.1875000E+00,+2.3000000E+00,+2.2375002E+00
+152.8000E-03,+3.5000000E+00,+2.3000000E+00,+2.4250002E+00
+152.9000E-03,+3.3437500E+00,+2.4875000E+00,+2.7687502E+00
+153.0000E-03,+2.7500000E+00,+2.7687500E+00,+3.0187502E+00
+153.1000E-03,+2.0625000E+00,+2.9562500E+00,+3.0500002E+00
+153.2000E-03,+1.7187500E+00,+2.9562500E+00,+2.8625002E+00
+153.3000E-03,+1.9062500E+00,+2.7687500E+00,+2.5500002E+00
+153.4000E-03,+2.4687500E+00,+2.5187500E+00,+2.3000002E+00
+153.5000E-03,+3.1250000E+00,+2.3312500E+00,+2.2375002E+00
+153.6000E-03,+3.4687500E+00,+2.3000000E+00,+2.3937502E+00
+153.7000E-03,+3.3750000E+00,+2.4875000E+00,+2.7062502E+00
+153.8000E-03,+2.7500000E+00,+2.7375000E+00,+2.9875002E+00
+153.9000E-03,+2.1250000E+00,+2.9250000E+00,+3.0500002E+00
+154.0000E-03,+1.6875000E+00,+2.9562500E+00,+2.8937502E+00
+154.1000E-03,+1.8437500E+00,+2.8000000E+00,+2.5812502E+00
+154.2000E-03,+2.3750000E+00,+2.5500000E+00,+2.3000002E+00
+154.3000E-03,+3.0937500E+00,+2.3312500E+00,+2.2375002E+00
+154.4000E-03,+3.5000000E+00,+2.3312500E+00,+2.3937502E+00
+154.5000E-03,+3.3750000E+00,+2.4875000E+00,+2.7062502E+00
+154.6000E-03,+2.8437500E+00,+2.7687500E+00,+2.9875002E+00
+154.7000E-03,+2.1250000E+00,+2.9250000E+00,+3.0812502E+00
+154.8000E-03,+1.7500000E+00,+2.9562500E+00,+2.8937502E+00
+154.9000E-03,+1.8750000E+00,+2.8000000E+00,+2.5500002E+00
+155.0000E-03,+2.3750000E+00,+2.5500000E+00,+2.2687502E+00
+155.1000E-03,+3.0937500E+00,+2.3312500E+00,+2.2375002E+00
+155.2000E-03,+3.5000000E+00,+2.3000000E+00,+2.3625002E+00
+155.3000E-03,+3.3437500E+00,+2.4875000E+00,+2.7062502E+00
+155.4000E-03,+2.8125000E+00,+2.7375000E+00,+2.9250002E+00
+155.5000E-03,+2.1562500E+00,+2.9250000E+00,+3.0812502E+00
+155.6000E-03,+1.7812500E+00,+2.9562500E+00,+2.8937502E+00
+155.7000E-03,+1.9062500E+00,+2.8000000E+00,+2.5812502E+00
+155.8000E-03,+2.4375000E+00,+2.5187500E+00,+2.2687502E+00
+155.9000E-03,+3.0937500E+00,+2.3000000E+00,+2.2062502E+00
+156.0000E-03,+3.4687500E+00,+2.3000000E+00,+2.3625002E+00
+156.1000E-03,+3.3437500E+00,+2.4875000E+00,+2.7062502E+00
+156.2000E-03,+2.7500000E+00,+2.7375000E+00,+2.9562502E+00
+156.3000E-03,+2.1250000E+00,+2.9250000E+00,+3.0812502E+00
+156.4000E-03,+1.7812500E+00,+2.9250000E+00,+2.8625002E+00
+156.5000E-03,+1.9062500E+00,+2.7375000E+00,+2.5500002E+00
+156.6000E-03,+2.4687500E+00,+2.5187500E+00,+2.2687502E+00
+156.7000E-03,+3.1562500E+00,+2.3000000E+00,+2.2375002E+00
+156.8000E-03,+3.5000000E+00,+2.3625000E+00,+2.3937502E+00
+156.9000E-03,+3.2812500E+00,+2.5187500E+00,+2.7375002E+00
+157.0000E-03,+2.7500000E+00,+2.7687500E+00,+2.9875002E+00
+157.1000E-03,+2.0625000E+00,+2.9250000E+00,+3.0187502E+00
+157.2000E-03,+1.7187500E+00,+2.9250000E+00,+2.8625002E+00
+157.3000E-03,+1.9375000E+00,+2.7375000E+00,+2.5812502E+00
+157.4000E-03,+2.5625000E+00,+2.4875000E+00,+2.3000002E+00
+157.5000E-03,+3.2187500E+00,+2.3000000E+00,+2.2687502E+00
+157.6000E-03,+3.5000000E+00,+2.3312500E+00,+2.4875002E+00
+157.7000E-03,+3.2812500E+00,+2.5500000E+00,+2.7687502E+00
+157.8000E-03,+2.6562500E+00,+2.7687500E+00,+2.9875002E+00
+157.9000E-03,+1.9687500E+00,+2.9562500E+00,+3.0187502E+00
+158.0000E-03,+1.7187500E+00,+2.9250000E+00,+2.8000002E+00
+158.1000E-03,+1.9687500E+00,+2.6750000E+00,+2.4875002E+00
+158.2000E-03,+2.6562500E+00,+2.4562500E+00,+2.2687502E+00
+158.3000E-03,+3.2812500E+00,+2.3312500E+00,+2.2687502E+00
+158.4000E-03,+3.5000000E+00,+2.3937500E+00,+2.5187502E+00
+158.5000E-03,+3.1875000E+00,+2.5812500E+00,+2.8000002E+00
+158.6000E-03,+2.5000000E+00,+2.8312500E+00,+3.0187502E+00
+158.7000E-03,+1.8750000E+00,+2.9562500E+00,+3.0187502E+00
+158.8000E-03,+1.7500000E+00,+2.9250000E+00,+2.7375002E+00
+158.9000E-03,+2.1250000E+00,+2.6437500E+00,+2.4875002E+00
+159.0000E-03,+2.8125000E+00,+2.3937500E+00,+2.2687502E+00
+159.1000E-03,+3.3750000E+00,+2.3000000E+00,+2.3312502E+00
+159.2000E-03,+3.4687500E+00,+2.4250000E+00,+2.5500002E+00
+159.3000E-03,+3.0312500E+00,+2.6125000E+00,+2.8937502E+00
+159.4000E-03,+2.3750000E+00,+2.8937500E+00,+3.0187502E+00
+159.5000E-03,+1.8437500E+00,+2.9562500E+00,+2.9562502E+00
+159.6000E-03,+1.7812500E+00,+2.8625000E+00,+2.6437502E+00
+159.7000E-03,+2.2187500E+00,+2.6125000E+00,+2.3625002E+00
+159.8000E-03,+2.9687500E+00,+2.3625000E+00,+2.2687502E+00
+159.9000E-03,+3.4375000E+00,+2.3312500E+00,+2.3625002E+00
+160.0000E-03,+3.3750000E+00,+2.4250000E+00,+2.6437502E+00
+160.1000E-03,+2.8750000E+00,+2.7062500E+00,+2.9250002E+00
+160.2000E-03,+2.1562500E+00,+2.8937500E+00,+3.0187502E+00
+160.3000E-03,+1.7500000E+00,+2.9562500E+00,+2.8312502E+00
+160.4000E-03,+1.8437500E+00,+2.8000000E+00,+2.5812502E+00
+160.5000E-03,+2.4687500E+00,+2.4875000E+00,+2.3312502E+00
+160.6000E-03,+3.1562500E+00,+2.3625000E+00,+2.2687502E+00
+160.7000E-03,+3.5312500E+00,+2.3000000E+00,+2.4250002E+00
+160.8000E-03,+3.2812500E+00,+2.5187500E+00,+2.7375002E+00
+160.9000E-03,+2.6875000E+00,+2.7687500E+00,+2.9562502E+00
+161.0000E-03,+2.0000000E+00,+2.9250000E+00,+3.0187502E+00
+161.1000E-03,+1.7500000E+00,+2.8937500E+00,+2.8312502E+00
+161.2000E-03,+2.0312500E+00,+2.7062500E+00,+2.4875002E+00
+161.3000E-03,+2.6875000E+00,+2.4562500E+00,+2.2687502E+00
+161.4000E-03,+3.2812500E+00,+2.3312500E+00,+2.3000002E+00
+161.5000E-03,+3.4687500E+00,+2.3625000E+00,+2.4875002E+00
+161.6000E-03,+3.1250000E+00,+2.6125000E+00,+2.8312502E+00
+161.7000E-03,+2.4375000E+00,+2.8312500E+00,+3.0187502E+00
+161.8000E-03,+1.8750000E+00,+2.9250000E+00,+2.9875002E+00
+161.9000E-03,+1.7812500E+00,+2.8312500E+00,+2.7375002E+00
+162.0000E-03,+2.1875000E+00,+2.6125000E+00,+2.3937502E+00
+162.1000E-03,+2.9062500E+00,+2.3937500E+00,+2.2687502E+00
